image1,image2,name,summery
https://st.hzcdn.com/simgs/79311a0709c4777b_9-1307,https://st.hzcdn.com/simgs/83c1045f09c4777c_9-1307,"Blanca Brushed Stainless Steel Contemporary Dining Chairs, Set of 2, White","Armen Living,blanca,brushed stainless steel,chair,dining chair,elegant,gray,grey,leather,metal,modern,plush,upholstered,upholstered back"
https://st.hzcdn.com/simgs/743142e90e3ddea5_9-4579,https://st.hzcdn.com/simgs/fd6153910e3313da_9-4579,"Perception Tufted Upholstered Fabric Armchair, White","chair,Dining,Home,home d�cor,Home Interior,indoor,Outdoor,sofa,vertical channel tufting;glam deco armchair;polyester fabric"
https://st.hzcdn.com/simgs/7de1d7de0d55c869_9-6315,https://st.hzcdn.com/simgs/a0b1239f0d55c865_9-7270,Madison Park Devrim Herringbone Texture Swivel Chair,"accent chair,armchair,bedroom chair,chairs for bedroom,comfortable chair,comfy chair,living room chair,lounge chair,madison park,reading chair,rotating chair,side chair,Sofa Chair,swivel chair,upholstered chair,wingback chair"
https://st.hzcdn.com/simgs/b9617b2009c29dc2_9-3492,https://st.hzcdn.com/simgs/a5e14b0209960a2e_9-3492,Alexis Chrome Accent Chair,"accent chair,acrylic accent chair,arm chair,beautiful,bl,black,burgundy,contemporary,deep chair,emerald,gold legs,gray,green,living room chair,living room furniture,meridian furniture,navy accent chair,stainless steel,tufted accent chair,velvet chair"
https://st.hzcdn.com/simgs/2f41cd7c0e72fd99_9-6453,https://st.hzcdn.com/simgs/d501a1fd0a836bf3_9-7267,Madison Park Kari Slant Back Wood Accent Chair,"accent chair,accent chairs,arm chair,bedroom chair,bedroom furniture,chairs for bedroom,chairs for living room,comfy chair,living room,living room chairs,living room furniture,living room set,office furniture,wood accent chair,Wood Frame Chair"
https://st.hzcdn.com/simgs/b35171640ebdba8d_9-7309,https://st.hzcdn.com/simgs/3441561c0ebdba8c_9-7309,Madison Park Elmwood Dining Chair Set of 2,dining chair
https://st.hzcdn.com/simgs/86316f3009960c27_9-3442,https://st.hzcdn.com/simgs/22414f1709960c28_9-3442,"Opera Velvet Accent Chair, Navy","accent chair,armchair,contemporary,furniture,gold legs,living room,modern,nailhead,navy,tufted,velvet"
https://st.hzcdn.com/simgs/6f01f55a0e85678d_9-5684,https://st.hzcdn.com/simgs/70e186010e856792_9-5302,"Annie Tufted Velvet Dining Chairs, Set of 2","box tufting,contemporary,contemporary design,dining chair,elegant,furniture,matt black legs,modern,soft grey velvet,upholstered,velvet"
https://st.hzcdn.com/simgs/b2d198a70dd70768_9-5848,https://st.hzcdn.com/simgs/679174300dd7076b_9-2887,"Xavier Velvet Dining Chair, Navy, Chrome Legs","black,chrome,chrome steel legs,comfortable,contemporary,contemporary design,dining chair,luxurious,meridian furniture,modern,nice,rich black velvet,sturdy,velvet,xavier,xavier black velvet dining chair"
https://st.hzcdn.com/simgs/0c41ce3e0eb4e5ce_9-0032,https://st.hzcdn.com/simgs/7d013eec0eb4e5cf_9-0032,Modway Prospect Channel Tufted Velvet Armchair in Gray (Set of 2),"affordable,chair,decor,Dining,dining set,free shipping,furniture,Home,home and decor,home d�cor,home furniture,Home Interior,indoor,Kitchen set,living room set,modern furniture,Outdoor,sofa,sofas armchairs"
https://st.hzcdn.com/simgs/3ef1f4c20ee14115_9-8208,https://st.hzcdn.com/simgs/31e131210ee14119_9-8208,"Geometric Gold Metal Dining Chair, 20""x36""","contemporary dining chair,contemporary modern d�cor,dining chairs,dining room chairs,home decor ideas,Interior Design,interior design ideas,kitchen chairs,metal chair,metal dining chair,metal kitchen chair,modern dining chairs"
https://st.hzcdn.com/simgs/1a91b6b10e9d6a05_9-1413/home-design.jpg,,"Upholstered Vinyl Accent Chair, Blue","affordable,antique faux leather,assembly required,blue chair,blue lounge chair,chair,chic modern armchair,dense foam padding,Dining,free shipping,furniture,furniture xo lounge chair,Home,home accent,home decor,lounge chair,mdweei-2327-blu,midcentury modern lounge chair,modern arm chair,modway,non-marking wood legs,plywood chair,sofa weight limit: 330 lbs.,sofas and armchairs,vinyl lounge chair"
https://st.hzcdn.com/simgs/85513c060fa09883_9-9344,https://st.hzcdn.com/simgs/b891abf80e0501c3_9-9344,"Set of 2 Real Oak Wood PU Leather Cushion Seat Modern Wood Side Dining Chair, Bl","armless,Bedroom,contemporary,Dining,elbow chair,Hans,hardwood,Kennedy,kitchen,leather,living room,modern,padded seat,Presidential,side chair,Wagner,wood"
https://st.hzcdn.com/simgs/b4a13c0b0c819274_9-7391,https://st.hzcdn.com/simgs/5781b4ec0c81926c_9-7391,Collin Arm Chair,"accent chair,arm chair,arm chairs,arm chairs for living room,bedroom chair,bedroom furniture,chairs for bedroom,chairs for living room,Chairs with Arms,comfy chair,living room chairs,living room furniture,living room set,wood accent chair,Wood Frame Chair"
https://st.hzcdn.com/simgs/544114bb0c77f5c4_9-6611,https://st.hzcdn.com/simgs/c5915c3d0c7819ae_9-5129,"Chelsea Mid Century Modern DSW Side Chairs, Set of 2, White","accent chair,chelsea,dowel leg chair,dsw chair,Eames DSW,eames plastic chair,Laura Davidson,shell chair,side chair,small dining chair,wooden leg chair"
https://st.hzcdn.com/simgs/3391692d0f931bf8_9-3649,https://st.hzcdn.com/simgs/9f4115e70f931bf9_9-3694,"Betty Traditional Fabric Club Chair, Beige",
https://st.hzcdn.com/simgs/50d1514c0dcb1f26_9-5884,https://st.hzcdn.com/simgs/8101ea410dcb1f27_9-5884,Magnolia Navy Chair With Silver Base,"affordable,free shipping,furniture,home d�cor,Home Interior,modern furniture"
https://st.hzcdn.com/simgs/61d1e4940f9316b8_9-7437,https://st.hzcdn.com/simgs/21019c0a0f9316b9_9-3590,"GDF Studio Lexia Classic Slate Microfiber Dining Chair, Set of 2",
https://st.hzcdn.com/simgs/a891c88705ce49b7_9-0950/home-design.jpg,,"Jacob Chairs, Set of 2, Cherry",
https://st.hzcdn.com/simgs/a16155360eff58e0_9-4918,https://st.hzcdn.com/simgs/bed1200b0eff58e4_9-4918,"Danica Lounge Chair, Red","55"",bamboo,bench,contemporary,dining bench,dining furniture,dining sets,eco-friendly,ecological,elegant,Entertaining,environmentally friendly,furniture,green furniture,handcrafted,hardwood,kitchen furniture,mid-century,midcentury,modern,natural grain,renewable,seating,solid bamboo,solid wood,sustainable"
https://st.hzcdn.com/simgs/8a7142f10e856be5_9-5670,https://st.hzcdn.com/simgs/cf2106f90e856beb_9-5311,"Annie Tufted Velvet Dining Chairs, Set of 2","box tufting,contemporary,contemporary design,dining chair,elegant,furniture,modern,rich chrome legs,soft grey velvet,upholstered,velvet"
https://st.hzcdn.com/simgs/4451a29c080a7f73_9-7543,https://st.hzcdn.com/simgs/171164d9080a7f74_9-7543,"Colter Leather Dining Arm Chair with Steel Legs, Black","Black Colter Dining Arm Chair,Colter Arm Chair,Colter Armchairs,Colter Leather Dining Arm Chair with Steel Legs,Dark Grey Colter Dining Arm Chair,Mink Colter Dining Arm Chair,modern leather dining chair,Nuevo Colter Arm Chair,Nuevo Colter Leather Dining Arm Chair with Steel Legs,Nuevo Living Colter Arm Chair"
https://st.hzcdn.com/simgs/e78109da0c4f33bb_9-8914,https://st.hzcdn.com/simgs/8d41057c0c4f33c2_9-8914,"LumiSource Daniella Dining Chair, Black Metal and Gray, Set of 2","accent chair,backrest,black,black metal,black metal legs,blue,blue fabric,blue upholstery,bucket seat,chair,contemporary,cushioned,dining chair,extra seating,fabric upholstery,metal legs,modern,two chairs"
https://st.hzcdn.com/simgs/49b100ac0f9077fe_9-2117,https://st.hzcdn.com/simgs/0881a4a20f907800_9-3576,"GDF Studio Sheldon Traditional Design High Back Fabric Dining Chair, Dark Blue",
https://st.hzcdn.com/simgs/33d11e8b0b292c0d_9-3546,https://st.hzcdn.com/simgs/a021418d09f24b76_9-3546,"Blanca Upholstered Dining Chairs, Set of 4, Caribbean Blue","aqua dining chairs,Armless Chairs,blue dining chairs,dining chairs,set of 2 dining chairs,set of 4 dining chairs,set of Dining Chairs,teal dining chairs,upholstered chairs,upholstered dining chairs"
https://st.hzcdn.com/simgs/c69141160cd33bad_9-1585,https://st.hzcdn.com/simgs/6f314b800cd33bb0_9-1585,"Renee Contemporary Chair, Espresso Metal Legs with Yellow Fabric by LumiSource","ch-renee ey,espresso metal chair,home accent,home decor,Lumisource,painted steel chair,polyester fabric chair,Renee Chair,yellow fabric chair"
https://st.hzcdn.com/simgs/5be1459f0d096220_9-5801,https://st.hzcdn.com/simgs/8a61a83c0d096226_9-6448,"SET of 4: Clear Eiffel Style Chair, Gold Legs","acrylic dining chair,clear acrylic dining chair,clear dining chair,dining chairs,dsw dining chair,eames chair,eames dining chair,eames replica dining chair,effiel chair,gold base dining chair,metal chair legs,plastic dining chair"
https://st.hzcdn.com/simgs/ffb1fa170e3dded1_9-4584,https://st.hzcdn.com/simgs/5921f7290e331305_9-4584,"Booth Performance Velvet Swivel Armchair, White","chair,Dining,Home,home d�cor,Home Interior,indoor,Outdoor,sofa"
https://st.hzcdn.com/simgs/3cf125900c890858_9-1321,https://st.hzcdn.com/simgs/61015f220da10050_9-1321,"Madeline Velvet Dining Chair, Burgundy","dining chair,dining chairs,dining room,fashion,glam,midcentury,velvet chair,velvet dining Chair"
https://st.hzcdn.com/simgs/20d1aa350c92a142_9-5340,https://st.hzcdn.com/simgs/9b6182ad0c92a147_9-5340,"Safavieh Clara Quilted Swivel Tub Chair, Emerald/Gold","accent chairs,contemporary,modern"
https://st.hzcdn.com/simgs/f691c1a0079a2422_9-7713,https://st.hzcdn.com/simgs/fbf1ebce079a2427_9-7713,"Montalto Pin-Tuck Lift Chair, Saville Brown","brown,saville"
https://st.hzcdn.com/simgs/5c31a6d00af46986_9-7391,https://st.hzcdn.com/simgs/a40192da0af468a9_9-7391,"Schoolhouse Wood Arm Chair, Black","arm chair,bar set,barstool,chair,counter stool,fully assembled,solid wood,stool,wood"
https://st.hzcdn.com/simgs/1641351d0f99fc20_9-8349,https://st.hzcdn.com/simgs/13c106380f99fc23_9-8349,"Omax Decor Jane Lounge Accent Chair, Gold","arm chair,armchairs,blue,comfortable chair,commercial,curry,gold,living room chair,lobby,lounge chair,mustard,oak,office chair,plush,residential,upholstered chair,velvet,waiting,walnut,wood"
https://st.hzcdn.com/simgs/6e61dfaf0bac0257_9-8243,https://st.hzcdn.com/simgs/9f61a2f20bac025a_9-9561,"Oxford Velvet Dining Chair, Set of 2, Pink",14021
https://st.hzcdn.com/simgs/2f017e750f283d65_9-3642,https://st.hzcdn.com/simgs/5051853d0f283d69_9-3642,"Rosco Velvet Accent Chair, Charcoal","charcoal chair,FOAM CHAIR,home accent,home decor,plywood frame chair,rc850acc,solid wood chair,Steve Silver,velvet fabric chair"
https://st.hzcdn.com/simgs/fa11f12a0ae8ffb7_9-9596,https://st.hzcdn.com/simgs/bc613d340c917f7e_9-6769,"Gianna Velvet Dining Chair, Gray, Gold Base","accent chair,beige,Best,black,chair,contemporary,contemporary chair,cream,grey,meridian,meridian furniture,modern,nailhead chair,navy,pink,sky blue,transitional,tufted chair,velvet,velvet chair"
https://st.hzcdn.com/simgs/11d1261f0a4bd92f_9-7126,https://st.hzcdn.com/simgs/ede1671e0a2856ed_9-7126,"Lemele Velvet Dining Chairs, Set Of 2, Brown Sugar","dining chairs,dining chairs with velvet upholstery,elegant dining chairs,upholstered dining chairs,velvet dining chairs"
https://st.hzcdn.com/simgs/504198490e910009_9-1656,https://st.hzcdn.com/simgs/42d13a110e910040_9-1656,"Amy Swivel Accent Chair, Coastal Tan","accent chairs,comfortable,comfy chair,furniture,living room chair,living room furniture,quality,seating,small chair,stylish,swivel chair,swivel glide,swivel glider recliner,swivels,turning chair,upholstered,upholstery"
https://st.hzcdn.com/simgs/f3d113a30f90732e_9-2375/home-design.jpg,,"GDF Studio Percival T-stitched Chocolate Brown Leather Dining Chairs, Set of 4",
https://st.hzcdn.com/simgs/fe2159ae0ba2f528_9-3035,https://st.hzcdn.com/simgs/4bc12e8d0ba2f52d_9-6254,"Omax Decor Zola Lounge Chair, Brown/Walnut","accent chair,beige,blue,brown chair,comfortable chair,Danish,decor,fabric chair,gold,gray,green,grey,leather chair,living room chair,lounge chair,mid century chair,mint,mocha,modern,oak,orange,purple,Scandinavian,upholstered chair,velvet,velvet chair,walnut,wood chair,Z chair"
https://st.hzcdn.com/simgs/22017fff0ef2282c_9-6337,https://st.hzcdn.com/simgs/659199710ef2282f_9-7180,"Aniline Leather Lounge Chair and Ottoman, Black, Base Palisander","eames chair,eames inspired lounge chair,Eames Lounge Chair,eames lounge chair replica,eames lounge chair reproduction,Eames Replica,Eames Style Lounge Chair,herman miller eames lounge chair"
https://st.hzcdn.com/simgs/038161420ae90040_9-2538,https://st.hzcdn.com/simgs/eed169200ae90044_9-2076,"Heidi Velvet Dining Chairs, Set of 2, Pink","accent chair,beige,Best,black,chair,contemporary,contemporary chair,cream,grey,meridian,meridian furniture,modern,nailhead chair,navy,pink,sky blue,transitional,tufted chair,velvet,velvet chair"
https://st.hzcdn.com/simgs/1c610f4f0dd70537_9-5851,https://st.hzcdn.com/simgs/d5c117280dd7053b_9-2877,"Xavier Velvet Dining Chair, Gray, Gold Legs","black,chrome,chrome steel legs,comfortable,contemporary,contemporary design,dining chair,luxurious,meridian furniture,modern,nice,rich black velvet,sturdy,velvet,xavier,xavier black velvet dining chair"
https://st.hzcdn.com/simgs/c201100b0ae8ffea_9-2176,https://st.hzcdn.com/simgs/df91051c0ae8ffec_9-2176,"Karina Velvet Dining Chairs, Set of 2, Gray, Gold Base","accent chair,beige,Best,black,chair,contemporary,contemporary chair,cream,grey,meridian,meridian furniture,modern,nailhead chair,navy,pink,sky blue,transitional,tufted chair,velvet,velvet chair"
https://st.hzcdn.com/simgs/c1c1adee0f9082cf_9-1739,https://st.hzcdn.com/simgs/ffb1f4a90f9082d2_9-3629,"GDF Studio Evelyn Mid Century Modern Fabric Arm Chair, Beige/Walnut",
https://st.hzcdn.com/simgs/20518daf0bac0ce1_9-8224,https://st.hzcdn.com/simgs/2eb1d4660bac0ce3_9-2661,"Akoya Velvet Dining Chair, Set of 2, Navy",14021
https://st.hzcdn.com/simgs/bd7125350c34df55_9-7320,https://st.hzcdn.com/simgs/6dd1186e0c34df57_9-7320,"Peyton Accent Chair, Vintage Midnight","accent,chair,channel stitch,Eclectic,industrial,iron,living room,modern"
image1,image2,name,summery
https://st.hzcdn.com/simgs/6991c57d0f9cec5e_9-2946,https://st.hzcdn.com/simgs/80d19bc00f9cec5f_9-2946,Pemberly Row Wood Dining Swivel Counter Stools in Distressed Gray (Set of 2),
https://st.hzcdn.com/simgs/c69141160cd33bad_9-1585,https://st.hzcdn.com/simgs/6f314b800cd33bb0_9-1585,"Renee Contemporary Chair, Espresso Metal Legs with Yellow Fabric by LumiSource",
https://st.hzcdn.com/simgs/4451a29c080a7f73_9-7543,https://st.hzcdn.com/simgs/171164d9080a7f74_9-7543,"Colter Leather Dining Arm Chair with Steel Legs, Black",
https://st.hzcdn.com/simgs/eca1acfa0bc5effa_9-3671,https://st.hzcdn.com/simgs/1f2190fe0bc5effb_9-3671,"Uttermost 23244 Gamlin - 41"" Counter Stool",
https://st.hzcdn.com/simgs/90c122ff058aa89e_9-1960/home-design.jpg,,Baxton Studio Marquis Tan Microfiber Club Chair,
https://st.hzcdn.com/simgs/16a17ef50f9068fe_9-2086,https://st.hzcdn.com/simgs/5201ffb10f9068ff_9-3657,"GDF Studio Oliver Farmhouse Armchair, Green Checkerboard/Dark Brown",
https://st.hzcdn.com/simgs/559115010c378f87_9-9378,https://st.hzcdn.com/simgs/10311f450c378f89_9-6966,"Paloma Cognac Velvet Accent Chair, Cognac",
https://st.hzcdn.com/simgs/adc12773025c7ac3_9-1213/home-design.jpg,,"Boheme Leather Chair, Optic White, Set of 2",
https://st.hzcdn.com/simgs/46b13b4a07169133_9-3031,https://st.hzcdn.com/simgs/389106e507169138_9-3031,Glacier Country Collection Side Chair With Ergonomic Wooden Seat,
https://st.hzcdn.com/simgs/3a2144320d0d2e19_9-8773,https://st.hzcdn.com/simgs/006140ec0d0d2e1a_9-6128,"West Palm Living Room Accent Chair in Rustic Oak, Beige",
https://st.hzcdn.com/simgs/f1112e190ec8f23a_9-7980/home-design.jpg,,"Swivel Performance Velvet Armchair, White",
https://st.hzcdn.com/simgs/bd7125350c34df55_9-7320,https://st.hzcdn.com/simgs/6dd1186e0c34df57_9-7320,"Peyton Accent Chair, Vintage Midnight",
https://st.hzcdn.com/simgs/4041c32c0b1051d4_9-9686,https://st.hzcdn.com/simgs/2d61e5af0b1051d7_9-0076,"Modern Dining Chairs Wood Armchairs, Set of 2, Natural",
https://st.hzcdn.com/simgs/188158de05b01de2_9-0281,https://st.hzcdn.com/simgs/4351474205b01de6_9-0281,"Sienna Leather Dining Chair, Matte Ochre",
https://st.hzcdn.com/simgs/e1f1ccd70f931da2_9-3542,https://st.hzcdn.com/simgs/a4010a920f931da3_9-3709,"Victoria Modern Dining Chair With Beech Wood Legs, Set of 2",
https://st.hzcdn.com/simgs/bbd1bc8b0ae90006_9-2171,https://st.hzcdn.com/simgs/bf9182580ae90009_9-2171,"Karina Velvet Dining Chairs, Set of 2, Pink, Gold Base",
https://st.hzcdn.com/simgs/38f195490ae8fffe_9-9568,https://st.hzcdn.com/simgs/b6b1b8190ae90000_9-7498,"Giselle Velvet Dining Chairs, Set of 2, Pink, Gold Base",
https://st.hzcdn.com/simgs/98c16ab80ae8ffb7_9-1610,https://st.hzcdn.com/simgs/8b7179170ae8ffb9_9-2166,"Heidi Velvet Dining Chairs, Set of 2, Black",
https://st.hzcdn.com/simgs/b3a1b3160f27b2df_9-0488,https://st.hzcdn.com/simgs/25b18d4e0f27b2e9_9-0488,"High Wingback Linen Armchair, Purple",
https://st.hzcdn.com/simgs/20d1aa350c92a142_9-5340,https://st.hzcdn.com/simgs/9b6182ad0c92a147_9-5340,"Safavieh Clara Quilted Swivel Tub Chair, Emerald/Gold",
https://st.hzcdn.com/simgs/ffb1fa170e3dded1_9-4584,https://st.hzcdn.com/simgs/5921f7290e331305_9-4584,"Booth Performance Velvet Swivel Armchair, White",
https://st.hzcdn.com/simgs/1641351d0f99fc20_9-8349,https://st.hzcdn.com/simgs/13c106380f99fc23_9-8349,"Omax Decor Jane Lounge Accent Chair, Gold",
https://st.hzcdn.com/simgs/f691c1a0079a2422_9-7713,https://st.hzcdn.com/simgs/fbf1ebce079a2427_9-7713,"Montalto Pin-Tuck Lift Chair, Saville Brown",
https://st.hzcdn.com/simgs/2f017e750f283d65_9-3642,https://st.hzcdn.com/simgs/5051853d0f283d69_9-3642,"Rosco Velvet Accent Chair, Charcoal",
https://st.hzcdn.com/simgs/fa11f12a0ae8ffb7_9-9596,https://st.hzcdn.com/simgs/bc613d340c917f7e_9-6769,"Gianna Velvet Dining Chair, Gray, Gold Base",
https://st.hzcdn.com/simgs/11d1261f0a4bd92f_9-7126,https://st.hzcdn.com/simgs/ede1671e0a2856ed_9-7126,"Lemele Velvet Dining Chairs, Set Of 2, Brown Sugar",
https://st.hzcdn.com/simgs/fe2159ae0ba2f528_9-3035,https://st.hzcdn.com/simgs/4bc12e8d0ba2f52d_9-6254,"Omax Decor Zola Lounge Chair, Brown/Walnut",
https://st.hzcdn.com/simgs/504198490e910009_9-1656,https://st.hzcdn.com/simgs/42d13a110e910040_9-1656,"Amy Swivel Accent Chair, Coastal Tan",
https://st.hzcdn.com/simgs/46e12cae0db1c272_9-7309,https://st.hzcdn.com/simgs/af81daab0db1c274_9-7403,"Nikki Velvet Dining Chairs, Set of 2, Navy",
https://st.hzcdn.com/simgs/22017fff0ef2282c_9-6337,https://st.hzcdn.com/simgs/659199710ef2282f_9-7180,"Aniline Leather Lounge Chair and Ottoman, Black, Base Palisander",
https://st.hzcdn.com/simgs/1c610f4f0dd70537_9-5851,https://st.hzcdn.com/simgs/d5c117280dd7053b_9-2877,"Xavier Velvet Dining Chair, Gray, Gold Legs",
https://st.hzcdn.com/simgs/42a113120f906eb9_9-1813,https://st.hzcdn.com/simgs/1fb1813e0f906eba_9-3649,"GDF Studio Evelyn Mid Century Modern Fabric Arm Chair, Dark Gray/Walnut",
https://st.hzcdn.com/simgs/c1c1adee0f9082cf_9-1739,https://st.hzcdn.com/simgs/ffb1f4a90f9082d2_9-3629,"GDF Studio Evelyn Mid Century Modern Fabric Arm Chair, Beige/Walnut",
https://st.hzcdn.com/simgs/20518daf0bac0ce1_9-8224,https://st.hzcdn.com/simgs/2eb1d4660bac0ce3_9-2661,"Akoya Velvet Dining Chair, Set of 2, Navy",
https://st.hzcdn.com/simgs/c201100b0ae8ffea_9-2176,https://st.hzcdn.com/simgs/df91051c0ae8ffec_9-2176,"Karina Velvet Dining Chairs, Set of 2, Gray, Gold Base",
https://st.hzcdn.com/simgs/9c5108170b48767c_9-1482,https://st.hzcdn.com/simgs/52b102b70b48767e_9-1482,Divani Casa Joseph Modern Orange Fabric Accent Chair,
image1,image2,name,summery
https://st.hzcdn.com/simgs/6991c57d0f9cec5e_9-2946,https://st.hzcdn.com/simgs/80d19bc00f9cec5f_9-2946,Pemberly Row Wood Dining Swivel Counter Stools in Distressed Gray (Set of 2),
https://st.hzcdn.com/simgs/4451a29c080a7f73_9-7543,https://st.hzcdn.com/simgs/171164d9080a7f74_9-7543,"Colter Leather Dining Arm Chair with Steel Legs, Black",
https://st.hzcdn.com/simgs/eca1acfa0bc5effa_9-3671,https://st.hzcdn.com/simgs/1f2190fe0bc5effb_9-3671,"Uttermost 23244 Gamlin - 41"" Counter Stool",
https://st.hzcdn.com/simgs/559115010c378f87_9-9378,https://st.hzcdn.com/simgs/10311f450c378f89_9-6966,"Paloma Cognac Velvet Accent Chair, Cognac",
https://st.hzcdn.com/simgs/c69141160cd33bad_9-1585,https://st.hzcdn.com/simgs/6f314b800cd33bb0_9-1585,"Renee Contemporary Chair, Espresso Metal Legs with Yellow Fabric by LumiSource",
https://st.hzcdn.com/simgs/90c122ff058aa89e_9-1960/home-design.jpg,,Baxton Studio Marquis Tan Microfiber Club Chair,
https://st.hzcdn.com/simgs/16a17ef50f9068fe_9-2086,https://st.hzcdn.com/simgs/5201ffb10f9068ff_9-3657,"GDF Studio Oliver Farmhouse Armchair, Green Checkerboard/Dark Brown",
https://st.hzcdn.com/simgs/adc12773025c7ac3_9-1213/home-design.jpg,,"Boheme Leather Chair, Optic White, Set of 2",
https://st.hzcdn.com/simgs/46b13b4a07169133_9-3031,https://st.hzcdn.com/simgs/389106e507169138_9-3031,Glacier Country Collection Side Chair With Ergonomic Wooden Seat,
https://st.hzcdn.com/simgs/f1112e190ec8f23a_9-7980/home-design.jpg,,"Swivel Performance Velvet Armchair, White",
https://st.hzcdn.com/simgs/3a2144320d0d2e19_9-8773,https://st.hzcdn.com/simgs/006140ec0d0d2e1a_9-6128,"West Palm Living Room Accent Chair in Rustic Oak, Beige",
https://st.hzcdn.com/simgs/4041c32c0b1051d4_9-9686,https://st.hzcdn.com/simgs/2d61e5af0b1051d7_9-0076,"Modern Dining Chairs Wood Armchairs, Set of 2, Natural",
https://st.hzcdn.com/simgs/e1f1ccd70f931da2_9-3542,https://st.hzcdn.com/simgs/a4010a920f931da3_9-3709,"Victoria Modern Dining Chair With Beech Wood Legs, Set of 2",
https://st.hzcdn.com/simgs/bd7125350c34df55_9-7320,https://st.hzcdn.com/simgs/6dd1186e0c34df57_9-7320,"Peyton Accent Chair, Vintage Midnight",
https://st.hzcdn.com/simgs/bbd1bc8b0ae90006_9-2171,https://st.hzcdn.com/simgs/bf9182580ae90009_9-2171,"Karina Velvet Dining Chairs, Set of 2, Pink, Gold Base",
